city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Heysham,54.0460,-2.8940,United Kingdom,GB,Lancashire,,17016,17016
Golcar,53.6378,-1.8457,United Kingdom,GB,Kirklees,,17000,17000
Westbury,51.2600,-2.1910,United Kingdom,GB,Wiltshire,,16989,16989
Heckmondwike,53.7080,-1.6700,United Kingdom,GB,Kirklees,,16986,16986
Clayton,53.7820,-1.8135,United Kingdom,GB,Bradford,,16982,16982
Morriston,51.6647,-3.9389,United Kingdom,GB,Swansea,,16928,16928
High Blantyre,55.7930,-4.0970,United Kingdom,GB,South Lanarkshire,,16900,16900
Braunstone,52.6160,-1.1750,United Kingdom,GB,Leicestershire,,16850,16850
Haslingden,53.7050,-2.3280,United Kingdom,GB,Lancashire,,16849,16849
Northallerton,54.3378,-1.4285,United Kingdom,GB,North Yorkshire,,16832,15741
Haslemere,51.0900,-0.7120,United Kingdom,GB,Surrey,,16826,16826
Saint Andrews,56.3404,-2.7955,United Kingdom,GB,Fife,,16801,16680
Fazakerley,53.4676,-2.9408,United Kingdom,GB,Liverpool,,16786,16786
Hatfield,53.5800,-1.0000,United Kingdom,GB,Doncaster,,16776,16776
Windlesham,51.3600,-0.6600,United Kingdom,GB,Surrey,,16775,16775
Connahs Quay,53.2179,-3.0573,United Kingdom,GB,Flintshire,,16774,16774
Plumstead,51.4900,0.0900,United Kingdom,GB,Greenwich,,16736,16736
Ripon,54.1380,-1.5240,United Kingdom,GB,North Yorkshire,,16702,16702
Brixham,50.3940,-3.5160,United Kingdom,GB,Devon,,16693,16693
Maltby,53.4260,-1.2100,United Kingdom,GB,Rotherham,,16688,16688
Banstead,51.3220,-0.2040,United Kingdom,GB,Surrey,,16666,16666
Whickham,54.9456,-1.6726,United Kingdom,GB,Gateshead,,16652,16652
Keynsham,51.4135,-2.4968,United Kingdom,GB,Bath and North East Somerset,,16641,16641
Johnstone,55.8346,-4.5027,United Kingdom,GB,Renfrewshire,,16625,16090
Cleckheaton,53.7250,-1.7190,United Kingdom,GB,Kirklees,,16622,16622
Newmarket,52.2459,0.4105,United Kingdom,GB,Suffolk,,16615,16615
The Mumbles,51.5730,-3.9992,United Kingdom,GB,Swansea,,16600,16600
Biggleswade,52.0855,-0.2557,United Kingdom,GB,Central Bedfordshire,,16551,16551
Cowley,51.7330,-1.2150,United Kingdom,GB,Oxfordshire,,16500,16500
Hebburn,54.9718,-1.5128,United Kingdom,GB,South Tyneside,,16492,16492
Enfield Lock,51.6686,-0.0260,United Kingdom,GB,Enfield,,16469,16469
Louth,53.3669,-0.0061,United Kingdom,GB,Lincolnshire,,16419,16419
Buckhaven,56.1776,-3.0303,United Kingdom,GB,Fife,,16391,4220
Stone,52.9000,-2.1500,United Kingdom,GB,Staffordshire,,16385,16385
Saint Ives,52.3344,-0.0761,United Kingdom,GB,Cambridgeshire,,16384,16384
Denby Dale,53.5720,-1.6550,United Kingdom,GB,Kirklees,,16365,16365
Bangor,53.2280,-4.1280,United Kingdom,GB,Isle of Anglesey,,16358,16358
Birstall,53.7343,-1.6609,United Kingdom,GB,Kirklees,,16298,16298
Clitheroe,53.8711,-2.3916,United Kingdom,GB,Lancashire,,16279,16279
Queensbury,53.7683,-1.8453,United Kingdom,GB,Calderdale,,16273,16273
Stepney,51.5152,-0.0462,United Kingdom,GB,Tower Hamlets,,16238,16238
Basford,52.9780,-1.1690,United Kingdom,GB,Nottingham,,16207,16207
Saltash,50.4080,-4.2120,United Kingdom,GB,Cornwall,,16184,16184
Giffnock,55.8051,-4.2946,United Kingdom,GB,East Renfrewshire,,16178,12300
Tyldesley,53.5166,-2.4667,United Kingdom,GB,Wigan,,16142,16142
East Barnet,51.6430,-0.1630,United Kingdom,GB,Barnet,,16137,16137
Upton,53.3850,-3.0990,United Kingdom,GB,Wirral,,16130,16130
Whittlesey,52.5580,-0.1300,United Kingdom,GB,Cambridgeshire,,16058,16058
Worcester Park,51.3752,-0.2390,United Kingdom,GB,Sutton,,16031,16031
Porthcawl,51.4800,-3.6900,United Kingdom,GB,Bridgend,,16005,15640
East Finchley,51.5902,-0.1753,United Kingdom,GB,Barnet,,15989,15989
Chertsey,51.3902,-0.5074,United Kingdom,GB,Surrey,,15967,15967
Dawlish,50.5810,-3.4660,United Kingdom,GB,Devon,,15954,15954
Penicuik,55.8260,-3.2200,United Kingdom,GB,Midlothian,,15926,15926
Bingley,53.8509,-1.8380,United Kingdom,GB,Bradford,,15925,15925
Adwick le Street,53.5677,-1.1931,United Kingdom,GB,Doncaster,,15911,15911
Hayes,51.3780,0.0192,United Kingdom,GB,Bromley,,15906,15906
Addlestone,51.3695,-0.4901,United Kingdom,GB,Surrey,,15883,15883
Royston,52.0471,-0.0202,United Kingdom,GB,Hertfordshire,,15781,15781
Carterton,51.7600,-1.5900,United Kingdom,GB,Oxfordshire,,15769,15769
Bebington,53.3500,-3.0030,United Kingdom,GB,Wirral,,15768,15768
Lymington,50.7500,-1.5500,United Kingdom,GB,Hampshire,,15726,15726
Bonnyrigg,55.8747,-3.1031,United Kingdom,GB,Midlothian,,15677,15677
Buckley,53.1720,-3.0860,United Kingdom,GB,Flintshire,,15665,15665
Ince-in-Makerfield,53.5402,-2.5990,United Kingdom,GB,Wigan,,15664,15664
Nailsea,51.4300,-2.7600,United Kingdom,GB,North Somerset,,15630,15630
Thundersley,51.5700,0.5900,United Kingdom,GB,Essex,,15600,15600
Swinton,53.4877,-1.3149,United Kingdom,GB,Rotherham,,15559,15559
Wimborne Minster,50.8040,-1.9780,United Kingdom,GB,Dorset,,15552,6418
West Ham,51.5347,0.0077,United Kingdom,GB,Newham,,15551,15551
Saffron Walden,52.0220,0.2430,United Kingdom,GB,Essex,,15504,15504
Stoke Gifford,51.5170,-2.5480,United Kingdom,GB,South Gloucestershire,,15494,15494
Shipley,53.8330,-1.7770,United Kingdom,GB,Bradford,,15483,15483
Todmorden,53.7130,-2.0960,United Kingdom,GB,Calderdale,,15481,15481
Weybridge,51.3620,-0.4530,United Kingdom,GB,Surrey,,15449,15449
Knaresborough,54.0084,-1.4670,United Kingdom,GB,North Yorkshire,,15441,15441
Helensburgh,56.0166,-4.7333,United Kingdom,GB,Argyll and Bute,,15430,13640
Port Glasgow,55.9340,-4.6906,United Kingdom,GB,Inverclyde,,15414,14620
Seacombe,53.4090,-3.0290,United Kingdom,GB,Wirral,,15387,15387
Baildon,53.8510,-1.7630,United Kingdom,GB,Bradford,,15360,15360
Hemsworth,53.6100,-1.3500,United Kingdom,GB,Wakefield,,15350,15350
Perivale,51.5383,-0.3192,United Kingdom,GB,Ealing,,15339,15339
Wombwell,53.5160,-1.4000,United Kingdom,GB,Barnsley,,15316,15316
Stanley,53.7145,-1.4760,United Kingdom,GB,Wakefield,,15314,15314
Llantrisant,51.5423,-3.3785,United Kingdom,GB,Rhondda Cynon Taff,,15313,15313
Broxbourne,51.7495,-0.0216,United Kingdom,GB,Essex,,15303,15303
Hazel Grove,53.3750,-2.1110,United Kingdom,GB,Stockport,,15265,15265
Featherstone,53.7000,-1.3700,United Kingdom,GB,Wakefield,,15244,15244
Mexborough,53.4992,-1.2830,United Kingdom,GB,Doncaster,,15244,15244
Stapleford,52.9290,-1.2740,United Kingdom,GB,Nottinghamshire,,15241,15241
Neston,53.2890,-3.0740,United Kingdom,GB,Cheshire West and Chester,,15221,15221
Bidston,53.4020,-3.0780,United Kingdom,GB,Wirral,,15216,15216
Northenden,53.4075,-2.2583,United Kingdom,GB,Manchester,,15200,15200
Penrith,54.6648,-2.7548,United Kingdom,GB,Cumbria,,15200,14756
Chellaston,52.8671,-1.4384,United Kingdom,GB,Derbyshire,,15198,15198
Palmers Green,51.6178,-0.1092,United Kingdom,GB,Enfield,,15162,15162
Totteridge,51.6354,-0.2000,United Kingdom,GB,Barnet,,15159,15159
Blaydon,54.9630,-1.7187,United Kingdom,GB,Gateshead,,15155,15155
New Brighton,53.4320,-3.0490,United Kingdom,GB,Wirral,,15149,15149
Teignmouth,50.5515,-3.4886,United Kingdom,GB,Devon,,15129,14749
Newport Pagnell,52.0870,-0.7220,United Kingdom,GB,Milton Keynes,,15118,15118
Tredegar,51.7776,-3.2407,United Kingdom,GB,Blaenau Gwent,,15103,15103
Swallownest,53.3623,-1.3251,United Kingdom,GB,Rotherham,,15022,15022
Netherton,52.4908,-2.0835,United Kingdom,GB,Dudley,,15017,15017
Hessle,53.7239,-0.4319,United Kingdom,GB,East Riding of Yorkshire,,15000,15000
Winkfield,51.4318,-0.7096,United Kingdom,GB,Bracknell Forest,,14998,14998
Petersfield,51.0038,-0.9345,United Kingdom,GB,Hampshire,,14974,14974
Larkhall,55.7370,-3.9720,United Kingdom,GB,South Lanarkshire,,14951,14740
Sudbury,51.5537,-0.3199,United Kingdom,GB,Ealing,,14950,14950
Wyke,53.7369,-1.7700,United Kingdom,GB,Bradford,,14950,14950
Kew Green,51.5308,-0.2248,United Kingdom,GB,Richmond upon Thames,,14915,14915
Bromborough,53.3360,-2.9780,United Kingdom,GB,Wirral,,14850,14850
Chislehurst,51.4120,0.0750,United Kingdom,GB,Bromley,,14831,14831
Ilkley,53.9250,-1.8220,United Kingdom,GB,Bradford,,14809,14809
Baguley,53.3990,-2.2760,United Kingdom,GB,Manchester,,14794,14794
Minster,51.4210,0.8090,United Kingdom,GB,Kent,,14789,14789
Balham,51.4434,-0.1525,United Kingdom,GB,Wandsworth,,14751,14751
Prestwick,55.4956,-4.6142,United Kingdom,GB,South Ayrshire,,14750,14720
Banbridge,54.3430,-6.2600,United Kingdom,GB,"Armagh, Banbridge and Craigavon",,14744,14744
Bodmin,50.4660,-4.7180,United Kingdom,GB,Cornwall,,14736,14736
Selby,53.7818,-1.0703,United Kingdom,GB,North Yorkshire,,14731,14731
Conwy,53.2800,-3.8300,United Kingdom,GB,Conwy,,14723,14723
Tilehurst,51.4579,-1.0406,United Kingdom,GB,Reading,,14683,14683
Troon,55.5400,-4.6600,United Kingdom,GB,South Ayrshire,,14680,14680
Melksham,51.3710,-2.1380,United Kingdom,GB,Wiltshire,,14677,14677
Wibsey,53.7672,-1.7728,United Kingdom,GB,Bradford,,14671,14671
Great Baddow,51.7190,0.5070,United Kingdom,GB,Essex,,14650,14650
Farnborough,51.3591,0.0741,United Kingdom,GB,Bromley,,14632,14632
Skipton,53.9620,-2.0170,United Kingdom,GB,North Yorkshire,,14623,14623
Lowton,53.4710,-2.5690,United Kingdom,GB,Wigan,,14605,14605
Burbage,52.5277,-1.3483,United Kingdom,GB,Leicestershire,,14568,14568
Thorpe Saint Andrew,52.6354,1.3431,United Kingdom,GB,Norfolk,,14556,14556
Wellington,50.9755,-3.2243,United Kingdom,GB,Somerset,,14549,14549
Moston,53.5156,-2.1848,United Kingdom,GB,Manchester,,14518,14518
Hythe,51.0716,1.0840,United Kingdom,GB,Kent,,14516,14170
Chelsfield,51.3582,0.1278,United Kingdom,GB,Bromley,,14507,14507
Uckfield,50.9700,0.1000,United Kingdom,GB,East Sussex,,14493,14493
Deysbrook,53.4290,-2.9340,United Kingdom,GB,Liverpool,,14490,14490
Bo’ness,56.0168,-3.6089,United Kingdom,GB,Falkirk,,14490,14490
Armthorpe,53.5352,-1.0522,United Kingdom,GB,Doncaster,,14457,14457
Southgate,51.6316,-0.1265,United Kingdom,GB,Enfield,,14454,14454
Dollis Hill,51.5641,-0.2341,United Kingdom,GB,Brent,,14425,14425
Wymondham,52.5700,1.1160,United Kingdom,GB,Norfolk,,14405,14405
Hetton le Hole,54.8208,-1.4488,United Kingdom,GB,Sunderland,,14402,14402
Amersham,51.6770,-0.6030,United Kingdom,GB,Buckinghamshire,,14384,14384
West Derby,53.4338,-2.9070,United Kingdom,GB,Liverpool,,14382,14382
West Drayton,51.5043,-0.4646,United Kingdom,GB,Hillingdon,,14370,14370
Conisbrough,53.4790,-1.2270,United Kingdom,GB,Doncaster,,14333,14333
Kidbrooke,51.4650,0.0330,United Kingdom,GB,Greenwich,,14300,14300
Rock Ferry,53.3730,-3.0080,United Kingdom,GB,Wirral,,14298,14298
Shirley,51.3813,-0.0543,United Kingdom,GB,Croydon,,14296,14296
Hawick,55.4220,-2.7870,United Kingdom,GB,"Scottish Borders, The",,14294,14294
Patcham,50.8640,-0.1500,United Kingdom,GB,Brighton and Hove,,14277,14277
West Wickham,51.3765,-0.0193,United Kingdom,GB,Bromley,,14276,14276
Weston,53.4130,-2.7980,United Kingdom,GB,Halton,,14263,14263
Poynton,53.3492,-2.1222,United Kingdom,GB,Cheshire East,,14260,14260
Seacroft,53.8222,-1.4599,United Kingdom,GB,Leeds,,14246,14246
Maldon,51.7318,0.6758,United Kingdom,GB,Essex,,14220,14220
Kearsley,53.5300,-2.3700,United Kingdom,GB,Bolton,,14212,14212
Caerfyrddin,51.8560,-4.3160,United Kingdom,GB,Carmarthenshire,,14185,14185
Leyton,51.5606,-0.0155,United Kingdom,GB,Waltham Forest,,14184,14184
Mackworth,52.9277,-1.5373,United Kingdom,GB,Derby,,14180,14180
Ashtead,51.3100,-0.2990,United Kingdom,GB,Surrey,,14169,14169
Wombourn,52.5302,-2.1857,United Kingdom,GB,Staffordshire,,14157,14157
Smethwick,52.4928,-1.9682,United Kingdom,GB,Sandwell,,14146,14146
Childwall,53.3950,-2.8810,United Kingdom,GB,Liverpool,,14085,14085
Cowdenbeath,56.1100,-3.3500,United Kingdom,GB,Fife,,14081,11640
Forfar,56.6442,-2.8884,United Kingdom,GB,Angus,,14048,14048
Redruth,50.2330,-5.2240,United Kingdom,GB,Cornwall,,14018,14018
Morpeth,55.1675,-1.6908,United Kingdom,GB,Northumberland,,14017,14017
Marlow,51.5700,-0.7800,United Kingdom,GB,Buckinghamshire,,14004,14004
Pemberton,53.5360,-2.6738,United Kingdom,GB,Wigan,,13982,13982
Verwood,50.8815,-1.8785,United Kingdom,GB,Dorset,,13969,13969
Bourne,52.7684,-0.3775,United Kingdom,GB,Lincolnshire,,13961,13961
Ringwood,50.8500,-1.7800,United Kingdom,GB,Hampshire,,13943,13943
Brierley Hill,52.4795,-2.1245,United Kingdom,GB,Dudley,,13935,13935
Streetly,52.5770,-1.8840,United Kingdom,GB,Walsall,,13934,13934
Milford Haven,51.7142,-5.0427,United Kingdom,GB,Pembrokeshire,,13907,13725
Bickley,51.4003,0.0466,United Kingdom,GB,Bromley,,13904,13904
North Hykeham,53.1819,-0.5849,United Kingdom,GB,Lincolnshire,,13884,13884
Rustington,50.8102,-0.5052,United Kingdom,GB,West Sussex,,13883,13883
Eastham,53.3130,-2.9620,United Kingdom,GB,Liverpool,,13882,13882
Cosham,50.8424,-1.0660,United Kingdom,GB,Portsmouth,,13830,13830
Kidlington,51.8230,-1.2910,United Kingdom,GB,Oxfordshire,,13723,13723
Knottingley,53.7050,-1.2490,United Kingdom,GB,Wakefield,,13710,13710
Otley,53.9050,-1.6870,United Kingdom,GB,Leeds,,13668,13668
Rottingdean,50.8150,-0.0650,United Kingdom,GB,Brighton and Hove,,13651,13651
Allestree,52.9519,-1.4856,United Kingdom,GB,Derby,,13622,13622
Middlewich,53.1920,-2.4430,United Kingdom,GB,Cheshire East,,13595,13595
Bredbury,53.4200,-2.1130,United Kingdom,GB,Stockport,,13593,13593
Bridport,50.7336,-2.7584,United Kingdom,GB,Dorset,,13569,13569
Rossington,53.4759,-1.0613,United Kingdom,GB,Doncaster,,13557,13557
Hilsea,50.8300,-1.0700,United Kingdom,GB,Portsmouth,,13552,13552
Clifton,53.9721,-1.0979,United Kingdom,GB,York,,13548,13548
Milngavie,55.9421,-4.3137,United Kingdom,GB,East Dunbartonshire,,13537,12940
Shepshed,52.7711,-1.2951,United Kingdom,GB,Leicestershire,,13505,13505
Ystrad Mynach,51.6419,-3.2405,United Kingdom,GB,Caerphilly,,13500,13500
Little Hulton,53.5300,-2.4180,United Kingdom,GB,Salford,,13469,13469
Alexandria,55.9800,-4.5800,United Kingdom,GB,West Dunbartonshire,,13444,6860
Rosyth,56.0339,-3.4323,United Kingdom,GB,Fife,,13440,13440
Chaddesden,52.9301,-1.4383,United Kingdom,GB,Derby,,13413,13413
Heswall,53.3280,-3.0990,United Kingdom,GB,Wirral,,13401,13401
Amblecote,52.4600,-2.1600,United Kingdom,GB,Dudley,,13393,13393
Saint Budeaux,50.4033,-4.1856,United Kingdom,GB,Plymouth,,13369,13369
Egg Buckland,50.4006,-4.1136,United Kingdom,GB,Plymouth,,13351,13351
Bacup,53.7040,-2.1990,United Kingdom,GB,Lancashire,,13323,13323
Ampthill,52.0263,-0.4906,United Kingdom,GB,Central Bedfordshire,,13307,13307
Shirebrook,53.2048,-1.2197,United Kingdom,GB,Derbyshire,,13300,13300
Carluke,55.7337,-3.8343,United Kingdom,GB,South Lanarkshire,,13300,13300
Standish,53.5860,-2.6640,United Kingdom,GB,Wigan,,13278,13278
West Boldon,54.9447,-1.4409,United Kingdom,GB,South Tyneside,,13271,13271
Dingle,53.3774,-2.9613,United Kingdom,GB,Liverpool,,13246,13246
Whitby,54.4858,-0.6206,United Kingdom,GB,North Yorkshire,,13213,13213
Walsall Wood,52.6277,-1.9301,United Kingdom,GB,Walsall,,13207,13207
Southwick,50.8360,-0.2390,United Kingdom,GB,West Sussex,,13195,13195
Knutsford,53.3025,-2.3708,United Kingdom,GB,Cheshire East,,13191,13191
Broughty Ferry,56.4672,-2.8699,United Kingdom,GB,Dundee City,,13155,13155
Hamworthy,50.7207,-2.0109,United Kingdom,GB,Poole,,13141,13141
Fraserburgh,57.6930,-2.0050,United Kingdom,GB,Aberdeenshire,,13100,13100
Wollaston,52.4619,-2.1663,United Kingdom,GB,Dudley,,13092,13092
Uttoxeter,52.8980,-1.8600,United Kingdom,GB,Staffordshire,,13089,13089
Great Driffield,54.0050,-0.4380,United Kingdom,GB,East Riding of Yorkshire,,13080,13080
Chard,50.8728,-2.9587,United Kingdom,GB,Somerset,,13074,13074
Goodmayes,51.5584,0.1119,United Kingdom,GB,Redbridge,,13069,13069
Pendlebury,53.5075,-2.3154,United Kingdom,GB,Salford,,13069,13069
Sudbury,52.0417,0.7282,United Kingdom,GB,Suffolk,,13063,13063
Milnrow,53.6101,-2.1111,United Kingdom,GB,Rochdale,,13061,13061
Holborn,51.5172,-0.1182,United Kingdom,GB,Camden,,13023,13023
Brackley,52.0320,-1.1470,United Kingdom,GB,Northamptonshire,,13018,13018
Midsomer Norton,51.2842,-2.4817,United Kingdom,GB,Bath and North East Somerset,,13000,13000
Corsham,51.4300,-2.1900,United Kingdom,GB,Wiltshire,,13000,13000
Cumnock,55.4529,-4.2638,United Kingdom,GB,East Ayrshire,,13000,8830
Gornalwood,52.5230,-2.1240,United Kingdom,GB,Dudley,,12992,12992
Yiewsley,51.5130,-0.4710,United Kingdom,GB,Hillingdon,,12979,12979
Shenley Church End,52.0220,-0.7880,United Kingdom,GB,Milton Keynes,,12961,12961
Flint,53.2482,-3.1358,United Kingdom,GB,Flintshire,,12953,12953
Woolton,53.3740,-2.8650,United Kingdom,GB,Liverpool,,12921,12921
Leagrave,51.9030,-0.4660,United Kingdom,GB,Luton,,12910,12910
Cliftonville,51.3881,1.4046,United Kingdom,GB,Kent,,12900,12900
Buckingham,51.9950,-0.9860,United Kingdom,GB,Buckinghamshire,,12890,12890
Chilwell,52.9160,-1.2350,United Kingdom,GB,Nottinghamshire,,12864,12864
Syston,52.7000,-1.0800,United Kingdom,GB,Leicestershire,,12804,12804
Little Lever,53.5630,-2.3690,United Kingdom,GB,Bolton,,12803,12803
Sanderstead,51.3358,-0.0818,United Kingdom,GB,Croydon,,12777,12777
Chalfont Saint Peter,51.6070,-0.5560,United Kingdom,GB,Buckinghamshire,,12766,12766
Ainsdale,53.6021,-3.0405,United Kingdom,GB,Sefton,,12723,12723
Flitwick,52.0038,-0.4966,United Kingdom,GB,Central Bedfordshire,,12700,12700
Brownhills,52.6470,-1.9330,United Kingdom,GB,Walsall,,12676,12676
Hornsey,51.5870,-0.1180,United Kingdom,GB,Haringey,,12659,12659
Sutton on Hull,53.7806,-0.3047,United Kingdom,GB,"Kingston upon Hull, City of",,12649,12649
Horndean,50.9136,-0.9961,United Kingdom,GB,Hampshire,,12639,12639
North Walsham,52.8210,1.3870,United Kingdom,GB,Norfolk,,12634,12634
Galashiels,55.6194,-2.8033,United Kingdom,GB,"Scottish Borders, The",,12600,12600
Selston,53.0700,-1.3000,United Kingdom,GB,Nottinghamshire,,12596,12596
Forres,57.6080,-3.6200,United Kingdom,GB,Moray,,12587,10100
Wordsley,52.4830,-2.1500,United Kingdom,GB,Dudley,,12582,12582
Tranent,55.9450,-2.9540,United Kingdom,GB,East Lothian,,12582,12140
Sidmouth,50.6800,-3.2390,United Kingdom,GB,Devon,,12569,12569
Croxley Green,51.6470,-0.4450,United Kingdom,GB,Hertfordshire,,12562,12562
Mablethorpe,53.3409,0.2610,United Kingdom,GB,Lincolnshire,,12531,12531
Abergavenny,51.8240,-3.0167,United Kingdom,GB,Monmouthshire,,12515,12515
Wolverton,52.0626,-0.8102,United Kingdom,GB,Milton Keynes,,12492,12492
Costessey,52.6602,1.2161,United Kingdom,GB,Norfolk,,12463,12463
Barton upon Irwell,53.4760,-2.3600,United Kingdom,GB,Salford,,12462,12462
Bickenhill,52.4390,-1.7250,United Kingdom,GB,Solihull,,12456,12456
Tilbury,51.4606,0.3582,United Kingdom,GB,Thurrock,,12450,12450
Chigwell,51.6225,0.0723,United Kingdom,GB,Essex,,12449,12449
Blunsdon Saint Andrew,51.6100,-1.7900,United Kingdom,GB,Swindon,,12414,12414
Hersham,51.3681,-0.4008,United Kingdom,GB,Surrey,,12414,12414
Spondon,52.9200,-1.4010,United Kingdom,GB,Derby,,12377,12377
Ashby de la Zouch,52.7460,-1.4760,United Kingdom,GB,Leicestershire,,12370,12370
Coseley,52.5500,-2.0830,United Kingdom,GB,Dudley,,12357,12357
Ovenden,53.7432,-1.8779,United Kingdom,GB,Calderdale,,12351,12351
Chepstow,51.6420,-2.6750,United Kingdom,GB,Monmouthshire,,12350,12350
Lymm,53.3834,-2.4750,United Kingdom,GB,Cheshire East,,12350,12350
Lye,52.4590,-2.1160,United Kingdom,GB,Dudley,,12346,12346
Thornbury,51.6094,-2.5249,United Kingdom,GB,South Gloucestershire,,12342,12342
Dalkeith,55.8958,-3.0583,United Kingdom,GB,Midlothian,,12342,12342
Tonyrefail,51.5840,-3.4306,United Kingdom,GB,Rhondda Cynon Taff,,12301,12301
New Mills,53.3670,-2.0070,United Kingdom,GB,Derbyshire,,12291,12291
Thatto Heath,53.4352,-2.7481,United Kingdom,GB,St. Helens,,12280,12280
Harrow on the Hill,51.5655,-0.3327,United Kingdom,GB,Harrow,,12270,12270
Newhaven,50.8000,0.0600,United Kingdom,GB,East Sussex,,12232,12232
Caldicot,51.5910,-2.7492,United Kingdom,GB,Monmouthshire,,12230,12230
Olton,52.4377,-1.8058,United Kingdom,GB,Solihull,,12167,12167
Cheadle,52.9849,-1.9865,United Kingdom,GB,Staffordshire,,12165,12165
Bamber Bridge,53.7281,-2.6606,United Kingdom,GB,Lancashire,,12126,12126
Huntington,53.9926,-1.0430,United Kingdom,GB,York,,12108,12108
Sedgley,52.5400,-2.1230,United Kingdom,GB,Dudley,,12087,12087
Beaconsfield,51.6009,-0.6347,United Kingdom,GB,Buckinghamshire,,12081,12081
Bridgnorth,52.5350,-2.4195,United Kingdom,GB,Shropshire,,12079,12079
Fenton,52.9977,-2.1578,United Kingdom,GB,Stoke-on-Trent,,12070,12070
Berwick-Upon-Tweed,55.7710,-2.0070,United Kingdom,GB,Northumberland,,12043,12043
Hwlffordd,51.8000,-4.9700,United Kingdom,GB,Pembrokeshire,,12042,12042
Wells,51.2090,-2.6470,United Kingdom,GB,Somerset,,12000,12000
Broxburn,55.9340,-3.4710,United Kingdom,GB,West Lothian,,12000,12000
Warsop,53.2000,-1.1500,United Kingdom,GB,Nottinghamshire,,11999,11999
Minehead,51.2038,-3.4738,United Kingdom,GB,Somerset,,11981,11981
Montrose,56.7080,-2.4670,United Kingdom,GB,Angus,,11955,11955
Broughton Astley,52.5278,-1.2275,United Kingdom,GB,Leicestershire,,11940,11940
Sheerness,51.4410,0.7600,United Kingdom,GB,Kent,,11938,11938
Halstead,51.9451,0.6411,United Kingdom,GB,Essex,,11906,11906
Bargoed,51.6900,-3.2400,United Kingdom,GB,Caerphilly,,11900,11900
Rushall,52.6110,-1.9570,United Kingdom,GB,Walsall,,11871,11871
Snaresbrook,51.5870,0.0146,United Kingdom,GB,Redbridge,,11868,11868
Sandown,50.6551,-1.1541,United Kingdom,GB,Isle of Wight,,11868,11868
Hoyland Nether,53.4985,-1.4406,United Kingdom,GB,Barnsley,,11852,11852
Ivybridge,50.3890,-3.9210,United Kingdom,GB,Devon,,11851,11851
Torton,52.4522,-2.1606,United Kingdom,GB,Worcestershire,,11841,11841
Trentham,52.9663,-2.1899,United Kingdom,GB,Staffordshire,,11836,11836
Hexham,54.9710,-2.1010,United Kingdom,GB,Northumberland,,11829,11139
Honiton,50.8000,-3.1900,United Kingdom,GB,Devon,,11822,11822
Wath upon Dearne,53.5022,-1.3402,United Kingdom,GB,Rotherham,,11816,11816
Street,51.1235,-2.7381,United Kingdom,GB,Somerset,,11805,11805
Oswaldtwistle,53.7430,-2.3930,United Kingdom,GB,Lancashire,,11803,11803
Alsager,53.0961,-2.3048,United Kingdom,GB,Cheshire East,,11775,11775
Market Drayton,52.9044,-2.4848,United Kingdom,GB,Staffordshire,,11773,11773
Gillingham,51.0375,-2.2748,United Kingdom,GB,Dorset,,11756,11756
Hackney,51.5414,-0.0266,United Kingdom,GB,Hackney,,11734,11734
Tring,51.7962,-0.6592,United Kingdom,GB,Hertfordshire,,11730,11730
Devizes,51.3530,-1.9940,United Kingdom,GB,Wiltshire,,11715,11715
Sowerby Bridge,53.7100,-1.9100,United Kingdom,GB,Calderdale,,11703,11703
Risca,51.6080,-3.0910,United Kingdom,GB,Caerphilly,,11693,11693
Leominster,52.2282,-2.7385,United Kingdom,GB,Herefordshire,,11691,11691
Ulverston,54.1930,-3.0900,United Kingdom,GB,Cumbria,,11678,11678
Elland,53.6830,-1.8400,United Kingdom,GB,Calderdale,,11676,11676
Prudhoe,54.9610,-1.8490,United Kingdom,GB,Northumberland,,11675,11675
Bolsover,53.2304,-1.2875,United Kingdom,GB,Derbyshire,,11673,11673
Bryn,53.4990,-2.6570,United Kingdom,GB,Wigan,,11662,11662
Sandy,52.1310,-0.2970,United Kingdom,GB,Central Bedfordshire,,11657,11657
Henley on Thames,51.5360,-0.8980,United Kingdom,GB,Oxfordshire,,11619,11619
Ascot,51.4084,-0.6707,United Kingdom,GB,Windsor and Maidenhead,,11603,11603
Sunninghill,51.4050,-0.6560,United Kingdom,GB,Windsor and Maidenhead,,11603,11603
Stonehaven,56.9640,-2.2110,United Kingdom,GB,Aberdeenshire,,11602,11602
Abertillery,51.7300,-3.1300,United Kingdom,GB,Blaenau Gwent,,11601,11601
Wallingford,51.5990,-1.1250,United Kingdom,GB,Oxfordshire,,11600,11600
Thame,51.7500,-0.9700,United Kingdom,GB,Oxfordshire,,11561,11561
Belgrave,52.6566,-1.1262,United Kingdom,GB,Leicester,,11558,11558
Wanstead,51.5778,0.0286,United Kingdom,GB,Redbridge,,11543,11543
Blundellsands,53.4800,-3.0500,United Kingdom,GB,Sefton,,11514,11514
Brislington,51.4316,-2.5439,United Kingdom,GB,"Bristol, City of",,11511,11511
Gourock,55.9538,-4.8173,United Kingdom,GB,Inverclyde,,11511,10350
Pelsall,52.6310,-1.9720,United Kingdom,GB,Walsall,,11505,11505
Tadley,51.3506,-1.1376,United Kingdom,GB,Hampshire,,11473,11473
Culcheth,53.4517,-2.5218,United Kingdom,GB,Warrington,,11454,11454
